Title,Content
best alcoholic friend  ,i not only like the fact that it got rid of my hangover but in addition all the vitamins and supplements in the product are amazing  i didn t feel dehydrated or crappy the next day  i actually felt better than i usually do 
magic,this is a tiny bottle of magic  even if you forget to take them before you drink    if these bad boys with a glass of water before bed and you will feel waaay better than you would have otherwise  i ve put these things to the test   shots i don t typically do well with and all   and these pills are officially a must 
they work ,was pretty skeptical because my husband gets pretty bad hangovers and headaches  i gave it a try and took them to mexico with us  these are amazing and a lifesaver   we both took them each day and they worked  i m definitely continuing to buy these for our once a month act like we re    year old again days   
survived vegas ,so let me start off by saying that i am a lightweight and can feel the hangover kicking in after   drinks  i don t drink often because of my   day hangovers  i went on a girls trip to vegas and was scared i wasn t going to survive but i took these pills as instructed and let s just say i was alive after my first night of drinking    of us killed   bottles of tequila in half hour   i woke up the next day feeling great and even made it to a roof top pool party 
life saver  so glad i found thi,this is my  rd order in this product and that says a lot  this was a lifesaver in las vegas and now i like to keep it on hand so i can wake up bright eyed and bushy tailed     when i was in las vegas my friends looked at me a little weird and i said it was supposed to prevent a hangover  to make a long story short i was the first one awake and i was ready to party all over again  my favorite thing about pretoxx is when you drink a bit too much your don t have to pay for it the next day  my stomach thanks me in the morning because i don t have that nauseous feeling that keeps me in bed and my body feels good  remember to take them before and after 
detoxx for hangovers  natural supplement for liver support,just started trying these  doesn t do much for a hangover but is full of vitamins  will use them as a daily supplment as it also advertises liver support  my next blood work will determine if this is true 
this plus electrolytes is the perfect hangover prevention tool,i hate hangovers and how they waste my day  but i love wine  so i take these as directed to protect my liver on those evenings i am enjoying one or two glasses of fine cabernet  its amazing how well they work  particularly if i remain hydrated with an electrolyte supplement before bedtime 
definitely helped ,took these for my belize trip  drank every day  some days more than others  took three in the am and three at night and wasn t hungover once  and i always feel some kind of sick after drinking  great product 
hallelujah,i didn t have high hopes for this  but i would ve tried anything to prevent another agonizing hangover  i can t beleive it  it works  thru trial and error i learned you have got to remember to add this in addition to typical hangover prevention    eat  hydrate etc  i carry a bottle in my purse at all times  just in case of emergencies  line those nights where one drink with a coworker turns into     shots and a  am uber ride 
it help,my girlfriend and i have used this a few times now  as i m getting a but older i quite often get hangovers even with having a few drinks  taking this with some water at the end of the night helps get rid of most of the symptoms 
spring break had nothing on these pil,wow  is all my husband and i can say  these pills saved us from hangovers ruining our vacation  drank every night and even when we forgot to take the first dose before drinking and just took them before bed they worked  not one single headache or any hangover symptoms  despite many tequila drinks all week long  still can t belive how well they work
follow the instructions and you should be fine ,i was skeptical at first  as many products claim to prevent or cure hangovers  what i noticed about this product is the focus on prevention before and after drinking  it does recommend that you take   pills before drinking  and   after which can be much at times  when i followed the instructions and drank within limit  i did find this to be effective  if you re going to make the purchase  i would expect it to make miracles  but it is effective 
seems to help,as i have gotten older  i don t bounce back from drinking like i used to  i bought this ahead of a  mom s night out  where we were planning to attend a concert  i am not advocating heavy drinking in general  but if you know you might be having a few more than usual  this is a good little insurance policy for feeling better the next day  i passed this stuff around to attendees  and people generally felt better the next day than expected  don t know if it would help much if you were really going on a bender  but for a little bit of excess  they do seem to offer a boost 
back to drinking guilt free again,i love this product  im in my late    s and hangovers  suffice it is to say are worse than ever  i usually take like   of these pills before going to bed with    mg of ibuprofen if i had about   drinks  if i had more  i would take   pills   you wake up feeling fresh and ready to take on the day  highly recommended  
works for jet lags too,i ve read somewhere that jet lags are similar to hangovers  and as an experiment  i purchased this to deal with my horrendous jet lags that typically last for     weeks  i ve used them   times  popping   pills before each flight from the us to asia and back  i was able to get over my jet lags within   days  not sure if it s really all because of these pills  but so far  it s working for me 
hangover remedi,this product is great to prevent a hangover the next day  i take   caps before drinking    during  and   before bed  depending on how much i drink  and also if i drink in the evening  as opposed to the daytime  or all day  like an all inclusive place   i get hangovers even if i have not had an excessive amount of alcohol  and this product does a pretty good job of preventing that  it doesn t work as well if a large amount of alcohol is taken in 
actually worked for m,i was on the fence about this product as i don t usually believe in any  miracle pills   but after seeing all the positive reviews i decided to give it a chance and it actually works for me  these pills won t take away my headaches from the dehydration on the morning after but i don t get nausea or vomiting which has always been the worst part for me  drinking definitely gets harder as you age but thankfully these exist to help you feel like when you were younger 
waste of money    ,didn t help at all with the hangover  it made me constipated for   days with severe cramps  thought it was coincidence  tried again during a night with friends drinking wine  still woke up dehydrated and terrible headache  again with   days of cramps and constipation  i flushed them down the toilet when i was finally able to go 
didn t work for m,i took these on   different occasions  exactly as instructed  they didn t help me at all  i tried to return them and they are not eligible for returns  which i ve never experienced with any other sellers on amazon  very disappointing  and a total waste of money 
great liver support ,i purchased these to support a healthy liver so i take   daily  in the morning  i can tell i feel better if i drank the night before even with   capsule  i like that i don t feel as dehydrated in the morning  i would definitely recommend this product to others 
get s the job don,i m not a super heavy drinker  but i can definitely tie one on every week or so  this product really helps ease the price of my excesses  i ll typically take two capsules with water while i m having my  fun   and if the night goes long i ll take another two before last call  the next morning i take two with another glass of water  the result is a marked reduction in hangover symptoms and quicker recover  a recommended item for your medicine chest or wet bar 
it may actually work ,used this product over the weekend for the first time  had a couple beers and cocktails at a music festival  woke up the next day feeling normal and was able to get a good workout in an hour after i woke up  this is not typical behavior after a day of drinking  very happy with the product so far 
does not work,didn t work infact it made the day after wors
no more wasted hangover day,i read all the reviews and was thinking if it really works like this it s worth it  i ve been getting hangovers the older i get  but i did try this last night as stated on the bottle  tool   pills before drinking  i felt more energy while drinking and almost like it was harder to get buzzed  in a good way though  the next morning i took   more and i ll say i felt great for the most part today  i d say it reduced the crappy hangover feeling by      which is worth   times the amount of money for this product 
my liver can get all the help it ne,after reading someone else s review saying it was hard to get drunk after ingesting a few of these  i too went through a similar scenario  i eventually got drunk  but it took a lot more alcohol than usual  now i drink as normal and then take   right before i go to sleep  it is not a wonder pill  but it definitely does help the next day  especially if your age starts with a   
definitely works   ,product works great  the directions say take   pills before drinking and   after drinking but i was a little worried about taking that much after reading a few reviews about upset stomachs    before and   after has been more than enough for me and really helps minimize the hangover effects  sometimes i forget to take them before i start drinking and only take them right before bed and they still work 
i wasn t sure what to expect here  i bought    ,i wasn t sure what to expect here  i bought this stuff for a bachelor party  as i am now in my    s and don t have quite the drinking ability of my younger days  this really seemed to help get through   days of heavy drinking 
works great  best value ,i have purchased   different brands of hangover prevention on amazon and this is my favorite  it seems to work the best  flyby also works just as well  however you get double the amount    vs     pils for the same price  so why not go with the brand that gives you more 
works for m,have tried other  chaser   ru    products that worked very well  now with neither of these on the market any longer  decided to try these  i take one tablet after every     drinks depending on what i m enjoying at the time  while drinking beer   tablet  smelly  every   beers work quite well with me and my experiences  i m now finishing my first bottle and am about to order my second  go for it 
after turning    a few years go i realized i couldn t bounce back from drinking like i used to,wow  i can t believe these actually work  but they do  after turning    a few years go i realized i couldn t bounce back from drinking like i used to  i bought these as a  worth a shot  effort and am so glad i did  one note  i do not take these right before bed  only with water at my first drink  the first time i took the second dose before bed i immediately threw them up  this happens to me sometimes with b   and other supplements so i think it is just too much  even without that dose i am so much better then next day  so glad i found these 
bought these for oktoberfest,bought these for me and a buddy for our first trip to germany for oktoberfest  after drinking enough beer to fill a children s swimming pool i can say i have never woke up feeling so great  will certainly buy again 
really works ,wasn t sure if it was a gimmick or not  but decided to try it  to my surprise  it really works  i suffer from pretty bad hangovers and decided to try it  and i must say  i haven t had a hangover yet  and hopefully it will stay that way 
yessss bih    drink that drink    all of them,got married in vegas and had these with me  it was a   day wedding even and boy did these pills work    no hangover     just celebratory times with good ppl and lots of drinks   
it does the job ,i was skeptical at first  but this product truly helps with hangovers  i ve taken it while drinking just beer and or while drinking just liquor  it works  i keep some in my purse at all times to make sure i have it  it works  i promise  the next day i m usually a bit tired  that s natural for me  but that miserable sick feeling is gone 
if you get hangovers this is a hidden gem  wish i knew about it when i was young,i must admit i was very skeptical about this  i m    yrs old now and i tend to get a decent hangover  i take three of these before going out and three when i get home  and i wake up as if nothing  no drinking water throughout the night etc  talked to a friend who s an emt he said it works because of the vitamin b and potassium 
don t leave home without it ,back story  let me start out by saying i have the worst hangovers  i have since college and still do in my   s  my hangovers are not the typical feel like crap  have a headache  and go on about my day kind of hangovers  instead  they include nausea  throwing up miserableness  and i m usually stuck on the couch the entire day  not to mention the day or two after  i still feel crappy  pre toxx discovery  a friend brought over pre toxx during my birthday celebration  i have since used it every time i drink  i usually drink one or both nights on the weekend  and have a good amount      vodka sodas and the occasional shots ordered by friends   since taking pre toxx  my hangovers are minimal to none  i haven t thrown up and i certainly can expect to be off the couch by noon  which is amazing for me  you still need to be diligent and stay hydrated after drinking all night  but in conjunction with pre toxx  you ll feel like a new person  at least i did  usage  i take two capsules before drinking and   more later in the evening  summary  i will never leave home without pre toxx again  i m on my  rd bottle since march  i have turned multiple friends onto this product and they all rave of its success 
still hung ov,ive tried this product twice so far and it did not work for me  i took   before and   after drinking as directed and still had a considerable hangover  im almost     lbs so it may be because im a big guy  it sure seems effective for other reviewers  i ll try four next time 
no more hangovers ,i recently went to vegas and because i am no longer a spring chicken i have the worst hangovers  i wanted to try something that wouldn t have me bed ridden the next day after a night of heavy drinking  pretoxx is a life saver  followed the directions to a t and did not experience any hangover whatsoever 
eye open,the first time  i forgot to take   after drinking and felt a little rough the next day   a lot of beer and jager  the second use i took   before and   after i was tired the next day but did not feel bad at all   a lot of beer and fireball  it does seem to help quite a bit from the usual hangovers where i cannot even open my eyes from the headache 
great supplement to use ,i have been using this product since january      and have been amazed about how well it lets my body not feel the ill effects of a hangover  take as directed though  i have had some mornings where i had a headache  usually due to mixing clears and darks  for the majority of when i use the product it has served me well  when i am drinking with my friends i usually ask if they have considered using a supplement such as pretoxx  and if they haven t i explain my experiences with using it and the effectiveness in reducing or even eliminating hangover symptoms  i first found out about pretoxx from drunk tech review with host mischa pollack  and would not have considered trying it with out the drunk approval for it 
my new drinking companion   ,i took the supplements as directed on two different occasions  both times  i was definitely less impaired with hangover symptoms in the morning  enough so that i am buying another bottle  my only complaint is the pills are large and a bit difficult to swallow 
my new drinking buddy  awesome product ,this stuff is the bomb  take a few pills before you start drinking and then a few before you go to bed and you ll wake up feeling right as rain  make sure to drink plenty of water  of course 
great supplement for those fishing   golf trips with the boys   ,once you hit your    s those hangovers can stick with you a little longer    while i don t turn it on quite like i used to  you know   kids  wife  work   responsibilities  i still enjoy a few   day fishing golf trips with my buds  while this product isn t a cure all it definitely minimizes hangover symptoms if taken as directed along with replenishing with lots of fluids before bed 
it works amazingly wel,i m on vacation in las vegas and i forgot to take the pills before i started drinking but when i got back to my room  after a lot of cocktails at the aerosmith concert  i popped three of these in my mouth and went to bed  i woke up feeling amazing  this never happens to me after a night of drinking  i will always have a bottle of these on hand 
love love love ,i had my doubts  but after reading a few reviews i decided to give it a shot  my husband and i are in our early    s  with a       year old daughter  we ve been to a few weddings this year with an open bar     and let s just say   these pills are amazing  we both woke up feeling great  definitely had to drink a lot of water the next day  but i wasn t nauseous and didn t have a headache  highly recommend buying these 
no longer worth the cost  the product has changed ,i ve loved this product in the past  it was very effective  i am curious to know if they have changed their  formula  because it is no longer as effective as it was and it does not smell the same  the smell was not necessarily enjoyable  but i could put up with it if it made me feel better in the morning  i am no longer willing to spend one dollar a pill on this product  i am willing to spend a lot of money on products that are worth it   but the cost is no longer equal to the value of this product 
i have seen a huge difference using this product     ,i have seen a huge difference using this product  i would wake up tired or sleepy after drinking and i am not feeling it now  trust me  this product works 
did not feel worse lol  but certainly not worth the money,i did not notice any difference in my hangover after using  i used three times to make an accurate assessment and did not see an improvement in how i felt any time  did not feel worse lol  but certainly not worth the money 
it definitely works for me ,had a long weekend with friends in the mountains full of hiking   river fun during the day   plenty of adult beverages at night  and sometimes adult beverages along with the other fun during the day  i took pretoxx before   after drinks and quite honestly never felt hungover at all  i d say that s success 
intensified hangover ,i tried this product by the directions to a t and both times had worse than usual hangovers  i typically don t get crazy bad hangovers but wanted to try something to see if i could get any kind of extra relief after a night out     and i was way worse off  maybe it was just my body    but def won t be trying again 
get more time back in your life with these   ,used these this past weekend for a    bottle share at a friends  needless to say  once i woke up this morning  i was actually ready to do stuff around the house and not be such a slug  definitely like these 
always keep this stocked in your cabinet,amazing product  i was bright  alert  responsive the next day after a heavy night of binge drinking  and my sister was only hungover for     hours  when she is typically catatonic for a whole day  i split the dose into    pills before   during   after because i was worried i would forget the last dose at the end of the night   this method works for me  good luck and godspe
but we like to enjoy a little bit more every now and    ,we are not big drinkers   but we like to enjoy a little bit more every now and then   what we never liked was losing the day after   we tried several  liver  protection we can call it  and by far this is one of the best  of course we added proper food before and plenty of water  i will deffinetly buy it again 
hangover relief ,pretoxx has been a life saving find  after having some wine or a couple beers on a week night i wouldn t get a super bad hangover the next day  no headache  stomachache  etc   but i would feel sluggish and unrested from a lousy nights sleep with my body trying to process the alcohol  now when i take   or   right before  i feel      fine the next day  i can t even tell that i consumed any alcohol  when i know i m in store for a night of drinking on the weekend or barhopping with friends where as the night goes on the drinks seem to keep flowing from the cheapest bottle at the bar or in different assortments consisting of a glass of wine  a tall boy  maybe throw in some sort of vodka mixed drink  and hey why not a shot of fireball to end the night  the perfect mix for a dark and stormy morning    i take   or   pretoxx s for a night like that and i feel so much better than i ever have without it  any hangover symptom that still lingers  lingering symptoms are understandable when drinking heavily  i leave a big mess in my body for pretoxx to clean up and make better by morning  is not even comparable to what could ve been and can be remedied fairly quick by taking a couple more pretoxx to help replenish vitamins and drinking some water  since i ve been taking pretoxx when drinking i think about the fact that i m trying to prevent being hungover and i ve picked up the great habit of drinking more water during the night and that is just an added bonus  i highly recommend pretoxx 
wow,this would have to be the best product that i have fount to help with a hangover  after a night of drinking alot and taking these pills through out that night i woke up with no hangover still thirsty and tired  but i ll take those symptoms anyday 
a must have in the vitamin cabinet ,i will say these pills definitely make a difference  you reach a certain age and realize you can t put them down  or recover like the good ol days  it s important to drink lots of water with these pills  but if you do  you will definitely notice that the minor aches and slowness you would normally have after a handful of cocktails  is pretty much non existent  have bought   bottles now 
take pretoxx in the p m  to prevent hangovers in the a m ,i use this nearly every time i drink  when i do not use it  i definitely notice the difference  feeling so much worse the next day  i typically take   with right before or right after my first drink and   when i am about to go to bed that night  i have not been disappointed  the price also seems a lot better than similar products 
hit or miss,it s hit or miss on these working but they certainly do help alot with the next morning after a long night of drinking whiskey and tequila not sure on b
very impressed ,this stuff seemed to work great  i suffer from chronic migraines and two drinks brings one on the next day for me almost always  i took this stuff all week on a cruise  had many drinks and only got a migraine one of the days which was one of the last  i would say this stuff works very well  i m impressed 
ship it back  you pay,eh  didn t seem to do anything  which is fine and or expected  the obnoxious part is the way they handle their guarantee  they want me to ship back the unused product at my own expense  which is cumbersome and a intentional barrier  wouldn t have tried if i would have known 
amazing product   love it ,words as described for my wife  she woke up feeling wonderful  no hangover at all  she had a slight head ache later in the day but don t know if it even related to drinking some drinks the night before 
seems to work great so far,i was so excited to try this product that i was hungover when it came in the mail  i was mainly dehydrated i think  but i decided to take   pills and chug some more water  i noticed the hangover feeling went away quicker then that usual delayed all day feeling  i look forward to trying it as a preventative measure instead of trying to play catch 
it works      ,these pills are amazing  i was on vacation for a week  i knew i was going to be drinking day and night  i decided to give this bottle a try  took pills as instructed  the next day i woke up feeling great  no hangover or headache  i highly recommend this product  amazing        
great product all natural too ,i love these pills dehydrate me so quickly and make me feel alive and well  although i should be drinking to begin with 
works better than other products on the market ,this worked   i felt a lot less hungover  and feel good that it is helping maintain liver health 
it works ,i believe this product is the real deal  i get  terrible hangovers every time  i drink  i decided to give this a  try on my last cruise  i took as directed and i did not have any headaches  i need another bottle   
non return,you cannot buy this product  try it  and then return if it doesn t work for you  i bought this item   weeks ago and just tried to request a return and it says that this item is not eligible for a return  i should have been advised of this beforehand 
i was amazed  i do this cruise twice a year and    ,i followed directions and took   before i drank    mid way through my binge night and   when i went to bed  on a   day mexico booze cruise where i hit my drink limit of    per day i never ever felt hungover once  i was amazed  i do this cruise twice a year and usually pay for it the first day but not with pre toxx    this    year old body felt like it was back in college again 
no more hangov,these are amazing  i use them anytime i am drinking and never have a hangover  i swear by these 
expected result,results so have been pretty favorable  i noticed that my grogginess in the morning was not as severe as i expected  i don t get many opportunities to try this product out  so i will need to continue using this before i can be certain it s not just a little placebo effect going on  but so far so good 
avid user since first try   ,i am a firm believer in this product  i have passed the info on to my friends and they are also addicted  nothing s better than waking up after a night of drinking and feeling fine  thank you so much for improving my weekends    
love it ,as i get older i find the hangovers seem to get worse  started taking this a few years ago and as long as you follow the directions  this makes a huge difference the next day  i do recommend taking the first dose with something in your stomach  if you re not used to taking a bunch of vitamins they can sometimes give you a slight feeling of nausea on an empty stomach  i keep a bottle on hand all the time 
buy these  well worth it ,this supplement is a game changer  if you think you re going to take these and wake up after a long night of drinking feeling like a million bucks you re kidding yourself  with that said  i ve noticed a significant improvement in my ability to  bounce back  the next morning  before these i would be debilitated all day after a long night  but when i take these as suggested i might feel a little groggy in the morning for a bit but then as the day progresses i forget i even had any alcohol the night before  try them out  well worth the cost 
it actually works   for me ,even one drink used to leave me with a hangover the next day  it wasn t worth it  now i can have a few drinks and pretoxx eliminates the issues tomorrow  i still need water and sleep  but with pretoxx i can actually sleep through the night instead of the alcohol waking me up at  am  i love this stuff 
this stuff really works ,ordered this for our upcoming all inclusive mexico trip  will be posting its effectiveness soon  update  this product really worked  we were at an all inclusive for   days and drank way more than we should have but never once felt hungover  took three pills before we started and three before bed  wow  it must be the nac levels in this  highly recommend 
best stuff ev,i used to never get hangovers ever  i could drink     shots and still be completely fine in the mornings  but last year my body decided to change things up and i got hangovers so easily  i could take   shots and be a little drunk  and the next day i would be so nauseous i couldn t do anything for an entire day  i stopped drinking for basically an entire year because i couldn t handle my hangovers  i bought these pills hoping they would help even a little bit in those rare occasions i would decide to drink  this stuff works  i can drink as much alcohol as i can take and will still feel great in the morning  i usually forget to take the pills prior to drinking and end up taking them while i m drunk and it still works like a charm  i recommend this to all my friends and always give it to them when it looks like they re going to have a rough morning       definitely will keep buying 
why waste your day ,purchased several times  follow the directions and you will be feeling much better than you should the day after 
did not work at al,been getting bad hangovers lately  after reading other reviews i had hope that it would alleviate hangovers  drank   ipas and took the pills as directed but still felt hungover the next day  didn t notice any difference  i also drank   drinks last night and have a terrible if not worse than usual hangover  these pills did nothing  not happy and want a refund 
this product works ,i couldn t believe how well this worked  i took the recommended dose before drinking and then took one pill every   or so beers  it does give you weird tasting burps  but totally worth it to not be hungover 
detoxx works great for me  even after making poor drinking decisions ,everyone is looking for that magic bullet to help them after a night out  i have tried a few supplements and found leslabs detoxx works great for me  even after making poor decisions at night  i wake up with a calm stomach  no headache and a full appetite  i m not getting any younger so the extra help is appreciated  i would recommend detoxx to anyone 
unreal ,this stuff is amazing  i take three before i drink  and three after the nights drinking session  the supplements have all the necessary b vitamins and minerals that prevent the build up of the many chemicals and biproducts of alcohol digestion  i ve never had a headache or nausea the next morning after a big drinking session  being a healthcare professional  i would like to remind you to still drink at least two glasses of water before you go to bed  you can t depend on the supplement by itself  dont forget that water 
helps a lot ,i think this actually helps some  i m very sensitive to alcohol and can wake up with a headache even if i only had     microbrews  this reduces those symptoms and nausea the next day 
works great,helped take the edge off the hangover  woke up with a much clearer mind and barely had a headache  definitely would recommend fo a night out
best thing ev,this is probably my  th bottle over the last few years  i can t live without it  i ve recommended it to everyone i know while out drinking  this is a life changer  it ends up taking away about        of my hangovers  depending on how much is drank the night before  i keep it in my purse  in the medicine cabinet  and in my overnight bag 
not drinking  but taking a load of pil,i am taking these to counteract the effects  if there are any  of other pills on my liver 
we ve noticed that we can no longer drink alcohol as much as we used to without getting terrible hangovers  no more are the all ,as my husband and i get older and cross into our thirties  we ve noticed that we can no longer drink alcohol as much as we used to without getting terrible hangovers  no more are the all night parties  we can barely share a bottle of wine without having a slight yet persisting headache the whole next day  with pretoxx  we still can t drop a case of beer in one night  but we can enjoy the bottle of wine  and maybe a few glasses more  without hesitation  if used correctly  this product actually helps reduce hangovers significantly  if not get rid of it all together  will buy again 
worked like a charm ,i was hesitant to try these but i was going on a cruise and had the drink package  hangovers are awful and it doesn t take much for me to get one  last one took me down for   days  so glad i tried these    took them everyday and always felt fine  i wish i would have tried them sooner 
good product,depending how much you drink  this product can either completely prevent a hangover or make the hangover bearable and that s all you can really ask for  have   beers in a night  you ll feel great  have a whole liter of vodka  if you re still alive  you won t be in complete misery the next day and your liver will thank you 
this supplement work,i love the taste of wine with food  but it doesn t love me  this supplement mitigates the side effects and helps me feel better the next day  without fail 
a staple for carnival season ,omg  this stuff makes you feel better than you have any right to the day after drinking  if you can get it together to take as directed it works amazing  if you only remember to take it in the    minutes before you collapse into bed  it still works pretty well 
i can function better the next day ,these pills definitely help my next day better  i usually get terrible hangovers by throwing up alot but these help me less sick  when i was introducing these to my friends  one of the friend already had taken these and said these help his hangover alot too  this product definitely makes the hangover more bearable 
did not work   still got terrible hangov,i have tried     hangover relief products and this is yet another one to really offer me no help  i followed instructions and didn t even drink too much but still had routine hangovers 
works for m,been using for a few days definitely helps for the next morning   will buy again  
must hav,i highly recommend this product  i am a mother of two little ones and sometimes   glasses of wine can ruin the next day completely  i started taking detoxx for hangovers about   months ago  i take   before i know i am going to have a glass or two of wine  and   before bed that night  the pills work great 
didn t have any hangovers on my cruis,these seemed to help a lot on my cruise  drinking all day isn t a normal event for me  i took these and volt by tonilq a few times a day  no hangovers  no headaches  energized all day to maximize my fun 
highly recommend ,i bought this product so i wouldn t end up sidelined after one day on a cruise with my girlfriends  i tried it out last night at a party and it did everything it said it would  i was even able to get my scheduled long run in     miles  without feeling the effects of the night before  highly recommend 
herbal remedi,i use this herbal treatment before a night out and it s been very effective 
i don t feel like i over indulged too much but i do feel they,i bought these because i am prone to alcohol induced migraines  although it didn t help with the migraine at all  i did not feel the stomach turning effects of alcohol  granted  i don t feel like i over indulged too much but i do feel they help
don t party without  em ,these pills do wonders  i ve been using them for about   months now and am on my third bottle  i only pull them out for special occasions  when i know there will be extra imbibing  i have tried various hangover remedies over the years  and this formula seems to be the best  the only problem that comes in occasionally is that you may begin drinking without remembering to take them  my friends have also appreciated that i share these with them  and have thanked me  i love how one reviewer broke down the content and the price  pointing out that you could buy the ingredients separately  i do think these are a tad on the pricey side  but you can t beat the convenience  it s totally worth it  and i highly recommend 
really helps ,i have used other  drinking pills  before  but this seem to be particularly effective  especially if i take the dose before and after as well  even if it s just after  i can definitely tell the difference between taking it and not  i wish it came in travel sizes  so i can put them in my purse when i head out and always have it on me  would a happy hour strike unexpectedly   
reunion  wedding  vacation  this is for you   ,great supplement for those occasional times you might indulge a few glasses too many  also with all the toxins in food and the environment use as a daily supplement to support liver health 
i take one every day to help support my liver    ,i take one every day to help support my liver  i notice that i don t feel as groggy or exhausted after a night of drinking  i give my bf some periodically too and it helps him a lot since his hangovers are usually a killer 
great hangover help,i can t recover like i used to  and hate feeling out of sorts the next day  so i m always looking for ways to still enjoy a few extra drinks or a late night out without feeling terrible  these pretoxx pills are perfect  i take a few of these before drinking  then i find the hangovers anywhere from minimal to non existent  i also like their use of natural ingredients  i ve tried a few other products before  and i think pretoxx is the best of the bunch 
my favorite hangover pil,i ve tried four different hangover pills and while they all work  i think this one works the best and is my favorite 
works well and helps with hangov,very good product that works well  i find that i sleep better and ultimately helps me have less of a hangov
great product that works ,this stuff actually does help a lot  i ve tried so many different things over the years and will definitely have to say this works the best  
good clean product,awesome customer service and really good product   super quick in helping with the recovery phase of a night that you went  too hard  
these let me survive thailand ,i just got back from a trip to thailand and did a ridiculous amount of drinking  thanks to these miracle pills and a couple tylenol before bed  i never got a hangover that prevented me from doing any of the day activities 
i like it,ordered pretoxx because ru   went out of business  need to try it a few more times to see if it performs as well as ru   
they work ,great replacement for the now gone hangoverx product
seems good to me ,i don t think this will completely erase any thought that you might have over consumed some adult beverages the night before  but it definitely helps  i ll keep using it 
these seriously work  got through burning man without a single hangover ,brought these to burning man  not one hangover the whole ten days  i get bad hangovers that last a whole day every time i drink  these pills are a lifesaver 
worked for m,did not feel as bad the day after a night out drink
i think it work,i  think  this helps with hangovers  of course it s not a magical solution but i feel slightly better the next day 
these pills are life changing  i can t drink a    ,these pills are life changing  i can t drink a glass of wine without a headache or nausea but on these i was able to rally and drink bottles for days in a row 
best hangover prevention measure i ve tried   ,great product  i take   every morning  and as directed when i drink  i ve never had a problem functioning the next morning after a night of heavy drinking thanks to pretox  i ve tried those patches and they just don t work the same  if you can keep them from falling off 
sure seems to help,seems to assist when you don t go too wild with the drinking  i did however still get a few hangovers after a large quantity of drinks as to be expected  that said  it has some vitamins and such that are good for your liver and overall health 
definitely makes a noticeable differ,i went to a four day music convention and knew i would likely drink maybe a few too many on a night or two  i thought these might help to mitigate the morning after and they did just that  three pills with the first drink and another three before i went to bed  will definitely be using these at any festivals or conventions in the future 
worthless,i ve had the pills for a couple of months now  and not one single time i ve used them have they helped 
will keep on buying as long as i keep drinking ,obviously i purchased these pills because i just can t bounce back from a night of partying like i used to  i m    and ever since i passed     i feel like hell the next day  no appetite  anxious  headaches  overall feeling of nausea  just the worst  i saw that drinkwel raised their prices so i decided to give these a try  i took them to a family cabin trip to tahoe and my family parties pretty hard  i woke up everyday feeling fine and the mimosas also probably helped  if you don t like wasting your whole sunday feeling like death  give these a try  you won t feel completely      more like     but that s still doable  i recommend you drink lots of water before bed and when you wake up  it s also most effective with enough sleep 
there worth the money,they work really good my fiance and i use them  you can feel it in your kidneys after taking them  they do help with the hang ov
three star,not sure how it is working  but i tried     
don t get your hopes up,i fell a sucker to to the reviews  this product no means makes you wake up       much better off drinking water before you go to b
it works ,my boyfriend took this and really wanted to test it out  so he drank a lot of whiskey and beer  he said his hangover symptoms the next day were very managable and that the stuff really works  he also drank on an empty stomach and didnt have much water  so i m sure that if you did those things  you would be even better off     another test run coming up soon 
works great,really helped alleviate some of the hangover symptoms  used it several times so far and it s helped every time  it does have a funny after taste and made my pee smell weird but nothing too bad 
after both times using this product  plus some morning emergen c for good measure   my hangovers were virtually non exist,i used this product recently at   events where i knew heavy drinking would be involved    have to say  now in my mid   s  my hangovers can be brutal  after both times using this product  plus some morning emergen c for good measure   my hangovers were virtually non existent  always important to hydrate    but i am convinced these are little  miracle pills  
these really work    ,these actually work it s amazing   only have a slight head ache when normally i d be bed ridden for days after a night out  definitely recommend to anyone who gets bad hangovers 
excellent pedialyte substitut,tired if having to chug a gallon of pedialyte  well look no further because these things work  took them on a trip to vegas and didn t get a single hangover  i was skeptical of an item like this but they definitely are effective at reducing the negative effect of drinking        would not be a degenerate without them 
this product is legit ,i was one of the skeptical people thinking how can a pill cure a hangover  well  my hangovers were so bad that i had no other choice and to stop drinking was out of the question lol  i drink   pills when i start drinking and   pills before bed along with lots of water    beers   half the time i wake up like a champ the other half i might have a slight headache but nothing aspirin won t cure  it s better than being in bed feeling like crap all day promising yourself you re never gunna drink again  when i do have the slight headache there is no nausea feeling when i take this product so i m able to eat and recover faster 
i still felt bad after a night of drinking and taking this suppl,i suppose it does what its supposed to do  i just don t think there is a hangover supplement out there that will work for me  i still felt bad after a night of drinking and taking this supplement  maybe i need to take more 
i recently went on a trip to greece for a    ,i recently went on a trip to greece for a wedding and this was my wingman  this really works on helping you deal with over indulgence  i would take this before drinking and before going to bed  the heat combined with alcohol can be trying  but this helped me hang in there and to be able to participate in all of the wedding activities  definitely worth the buy 
i m in my late   s and my hangovers have gotten increasingly worse  as long as i take a couple of    ,i really think this stuff works  i m in my late   s and my hangovers have gotten increasingly worse  as long as i take a couple of pretoxxes before drinking  drink some water  and be sure to eat a good dinner  my hangovers are much improved  i still have fogginess but no nausea or headache  i m sold 
